Country Name,3 digit country code,Date,"Dimension 1: Methodology, Standards & Classifications (MSC)",Dimension 1: System of National Accounts in use,Dimension 1: National Accounts base year ,Dimension 1: Classification of national industry,Dimension 1: CPI base year,Dimension 1: Classification of household consumption,Dimension 1: Classification of status of employment,Dimension 1: Central government accounting status,Dimension 1: Compilation of government finance statistics,Dimension 1: Compilation of monetary and financial statistics,Dimension 1: SDDS/e-GDDS subscription,Dimension 1: CRVS,Dimension 1: Business process,Dimension 2: Censuses and Surveys (CS),Dimension 2: Population & Housing census,Dimension 2: Agriculture census,Dimension 2: Business/establishment census,Dimension 2: Household Survey on income/consumption/expenditure/budget/Integrated Survey ,Dimension 2: Agriculture survey,Dimension 2: Labor Force Survey,Dimension 2: Health/Demographic survey,Dimension 2: Business/establishment survey,Dimension 3: Availability of Key Indicators (AKI),Dimension 3: Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),"Dimension 3: Prevalence of stunting, height for age (% of children under 5)",Dimension 3: Food Insecurity Experience Scale,"Dimension 3: Mortality rate, under-5 (per 1,000 live births)",Dimension 3: Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,Dimension 3: Maternal Mortality,Dimension 3: People using safely managed drinking water services (% of population),Dimension 3: Access to electricity (% of population),"Dimension 3: Unemployment, total (% of total labor force) (national estimate)","Dimension 3: Manufacturing, value added (% of GDP)","Dimension 3: Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",Dimension 3: Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Dimension 3: Renewable energy consumption (% of total final energy consumption),Dimension 3: Households and NPISHs Final consumption expenditure (current LCU),Dimension 3: GNI (current LCU),Dimension 3: Quarterly GDP,"Dimension 3: Debt service (PPG and IMF only, % of exports of goods, services and primary income)",Dimension 4: Dissemination Practices & Openness (DPO),Dimension 4: NSO has an Advance Release Calendar and it is published ,Dimension 4: NSO has a listing of surveys and microdata sets (or NADA),Dimension 4: NSO has a data portal,Dimension 4: Timeseries indicators are available for download in reusable format for free,"Dimension 4: Metadata is available providing definition, methodology, standards or classifications for existing data series",Dimension 4: NSO has conducted a user satisfaction survey,Dimension 4: Geospatial data available on relevant agency website,SPI Overall Score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,2018,25,0.5,0,0,0,1,0,0,0,1,0.5,0,0,28.749999999999996,1,1,0,0,0,0,0.3,0,25.294117647058822,0,0,0,0,0,0,0,0,0,1,0,0.3,1,1,1,0,0,14.285714285714285,0,1,0,0,0,0,0,23.33245798319328,GQ,Malabo,8.7741,3.7523,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,0,0,0,0,1308974
Grenada,GRD,2018,33.33333333333333,0.5,0,0.5,0.5,0,0,0,0,1,0.5,1,0,25,1,1,0,0,0,0,0,0,46.76470588235294,0,0,0,0.65,0,1,1,0,1,1,0,0.3,1,0,1,0,1,14.285714285714285,0,0,0,1,0,0,0,29.845938375350137,GD,Saint George's,-61.7449,12.0653,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,NA,0.15,0.5,0.5,0.5,0.5,0.5,111454
Guatemala,GTM,2018,33.33333333333333,0.5,0,0.5,0.5,0,0,0,0,1,0.5,1,0,48.75,0.5,0.5,0,0.6,1,1,0.3,0,71.76470588235294,0.15,0.3,1,0.15,0.3,1,1,1,1,1,0,0.3,1,1,1,1,1,42.857142857142854,0,1,0,1,1,0,0,49.17629551820728,GT,Guatemala City,-90.5328,14.6248,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Guatemala,0.15,0,0.5,0.5,0.5,0.5,17247807
Guyana,GUY,2018,25,0.5,0,1,0,0,0,0,0,1,0.5,0,0,20,1,0,0,0,0,0,0.6,0,46.470588235294116,0,0.3,0,0,0,1,0,1,0.3,1,0,0.3,1,1,1,0,1,28.57142857142857,0,1,0,1,0,0,0,30.01050420168067,GY,Georgetown,-58.1548,6.80461,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,Guyana,0,0,0.5,0.5,0.5,0.5,779004
Honduras,HND,2018,37.5,0.5,0,0.5,0,1,0,1,0,1,0.5,0,0,48.75,1,0,0,1,0.6,1,0.3,0,62.64705882352941,1,0,1,0,0.3,0.75,0,1,1,1,0.3,0.3,1,1,1,0,1,71.42857142857143,0,1,1,1,1,1,0,55.08140756302521,HN,Tegucigalpa,-87.4667,15.1333,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Honduras,0,0,0.5,0.25,0.5,0.5,9587522
Croatia,HRV,2018,83.33333333333334,1,1,1,0.5,1,1,0,0.5,1,1,1,1,62.5,1,1,0,1,1,1,0,0,68.23529411764706,1,0,1,1,0,1,1,0,1,1,0.3,0.3,1,1,1,1,0,85.71428571428571,1,0,1,1,1,1,1,74.94572829131653,HR,Zagreb,15.9614,45.8069,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Croatia,0.5,0.5,0.5,0.5,0,0,4087843
Haiti,HTI,2018,20.833333333333336,0,0,0,0,1,0,0,0,1,0.5,0,0,32.5,0,1,0,1,0,0,0.6,0,36.1764705882353,0,0.3,0,0.15,0,0.4,0,1,0,0,0,0.3,1,1,1,0,1,42.857142857142854,0,1,0,1,1,0,0,33.09173669467787,HT,Port-au-Prince,-72.3288,18.5392,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Haiti,0.15,0,0.15,0.25,0.5,0.5,11123176
Indonesia,IDN,2018,54.166666666666664,1,0.5,1,0.5,0,0,0.5,1,1,1,0,0,70,1,1,0,1,0,1,0.6,1,69.11764705882354,1,0.6,1,0.55,0,0,0,1,1,1,0.3,0.3,1,1,1,1,1,100,1,1,1,1,1,1,1,73.32107843137254,ID,Jakarta,106.83,-6.19752,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Indonesia,0.3,0.25,0,0,0.5,0.5,267663435
India,IND,2018,50,1,0.5,0.5,0.5,1,0,0.5,1,0,1,0,0,82.5,1,1,1,1,0.3,1,0.3,1,62.64705882352941,0,1,0,1,0.3,0.75,0,1,0.3,1,0,0.3,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,70.21533613445378,IN,New Delhi,77.225,28.6353,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IBD,XF,IBRD,India,0.5,0.5,0.5,0.25,0.5,0.5,1352617328
"Iran, Islamic Rep.",IRN,2018,41.66666666666667,0.5,0.5,0.5,0.5,1,0,0.5,0,0,0.5,1,0,50,1,1,0,1,0,1,0,0,58.23529411764706,0,0,0,0,0.3,1,1,0,1,1,0.3,0.3,1,1,1,1,1,42.857142857142854,0,1,0,1,1,0,0,48.18977591036415,IR,Tehran,51.4447,35.6878,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,0.5,0.5,0.5,0.5,81800269
Iraq,IRQ,2018,29.166666666666668,0,0,0.5,0,1,0,0,0.5,1,0.5,0,0,11.249999999999998,0,0,0,0.6,0,0,0.3,0,47.94117647058823,0,0.3,0,0.4,0,0.15,1,1,1,1,0,0.3,1,1,1,0,0,0,0,0,0,0,0,0,0,22.089460784313722,IQ,Baghdad,44.394,33.3302,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Iraq,0.15,0.25,0.15,0,0,0,38433600
Jamaica,JAM,2018,29.166666666666668,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,42.5,1,0.5,0,1,0,0.6,0.3,0,56.470588235294116,0,0.3,0,0,0,1,0,1,1,1,0,0.3,1,1,1,1,1,71.42857142857143,1,1,0,1,1,0,1,49.891456582633054,JM,Kingston,-76.792,17.9927,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jamaica,0,0,0.5,0.5,0.5,0.5,2934855
Jordan,JOR,2018,20.833333333333336,0,0,1,0,0,0,0,0.5,0,1,0,0,62.5,1,1,0,1,0,1,1,0,52.35294117647059,0,0,0,0.4,0.3,0,1,0.6,1,1,0,0.6,1,1,1,0,1,71.42857142857143,1,1,1,1,1,0,0,51.77871148459384,JO,Amman,35.9263,31.9497,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jordan,0.15,0.25,0,0,0.5,0.5,9956011
Kazakhstan,KAZ,2018,75,0.5,1,1,1,1,0,0.5,0,1,1,1,1,51.24999999999999,1,0.5,0,1,0,1,0.6,0,83.52941176470588,1,0.3,1,1,0.3,1,1,1,1,1,0.3,0.3,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,70.30199579831933,KZ,Astana,71.4382,51.1879,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Kazakhstan,0.5,0.5,0.5,0.5,0.5,0.5,18272430
Kenya,KEN,2018,37.5,1,0.5,0.5,0,0,0,1,0,1,0.5,0,0,47.5,1,0,1,0.6,0,0.6,0.6,0,50.588235294117645,0.15,0.3,1,0.15,0,0.4,0,1,0.3,1,0,0.3,1,1,1,0,1,57.14285714285714,0,1,1,1,1,0,0,48.1827731092437,KE,Nairobi,36.8126,-1.27975,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Kenya,0.15,0,0.15,0.25,0.5,0.5,51393010
Kyrgyz Republic,KGZ,2018,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,38.75,1,0.5,0,1,0,0,0.6,0,79.41176470588235,1,0.6,1,1,0.3,1,1,0,1,1,0.3,0.3,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,69.27258403361344,KG,Bishkek,74.6057,42.8851,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Kyrgyz Republic,0.5,0.5,0.5,0.5,0.5,0.5,6322800
Cambodia,KHM,2018,37.5,0.5,0,0.5,0,1,0,0,0,1,0.5,0,1,77.5,1,1,1,1,0,0.6,0.6,1,60.588235294117645,0,0.3,1,0,0.3,0.4,1,1,1,1,0,0.3,1,1,1,0,1,57.14285714285714,0,1,1,1,1,0,0,58.1827731092437,KH,Phnom Penh,104.874,11.5556,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,0.15,0.25,0.5,0.5,16249798
Kiribati,KIR,2018,16.666666666666664,0.5,0,0.5,0,0,0,0.5,0,0,0.5,0,0,16.25,1,0,0,0,0,0,0.3,0,25.294117647058822,0,0,0,0,0,0,0,1,0.3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14.55269607843137,KI,Tarawa,172.979,1.32905,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Kiribati,0,0,0,0,0,0,115847
St. Kitts and Nevis,KNA,2018,29.166666666666668,0.5,0,0.5,0,0,0,0,0,1,0.5,1,0,18.75,1,0.5,0,0,0,0,0,0,19.41176470588235,0,0,0,0,0,0,0,0,0,1,0,0.3,1,0,1,0,0,0,0,0,0,0,0,0,0,16.832107843137255,KN,Basseterre,-62.7309,17.3,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,NA,NA,NA,NA,NA,0,0,52441
Lao PDR,LAO,2018,20.833333333333336,1,0.5,0,0.5,0,0,0,0,0,0.5,0,0,58.75,1,1,0.5,0.6,0,1,0.6,0,47.05882352941177,0,0.6,0,0.4,0,0.4,1,0,0.3,1,0,0.3,1,1,1,0,1,71.42857142857143,1,1,1,1,0,0,1,49.51768207282913,LA,Vientiane,102.177,18.5826,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0.15,0.25,0.15,0.25,0.5,0.5,7061507
Lebanon,LBN,2018,29.166666666666668,1,0.5,0,0,0,0,0,0.5,0,0.5,1,0,20,0,1,0,0.3,0,0.3,0,0,39.411764705882355,0,0,0,0,0,0.4,1,0,0,1,0,0.3,1,1,1,0,1,42.857142857142854,0,1,0,1,1,0,0,32.858893557422974,LB,Beirut,35.5134,33.8872,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Lebanon,0,0,0.15,0.25,0.5,0.5,6848925
Liberia,LBR,2018,29.166666666666668,0.5,0,0.5,0,1,0,0.5,0.5,0,0.5,0,0,48.75,1,0,1,1,0,0.6,0.3,0,59.411764705882355,0.8,0.6,1,0,0,0.4,0,1,1,1,0,0.3,1,1,1,0,1,28.57142857142857,0,0,1,1,0,0,0,41.474964985994404,LR,Monrovia,-10.7957,6.30039,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Liberia,0,0,0.15,0.25,0.5,0.5,4818977
Libya,LBY,2018,20.833333333333336,0.5,0,0.5,0,1,0,0,0,0,0.5,0,0,12.5,0.5,0.5,0,0,0,0,0,0,17.058823529411764,0,0.3,0,0,0,0,0,0.3,0,0,0,0.3,1,0,1,0,0,0,0,0,0,0,0,0,0,12.598039215686274,LY,Tripoli,13.1072,32.8578,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,NA,NA,0,0,6678567
St. Lucia,LCA,2018,33.33333333333333,0.5,0,0.5,0.5,0,0,0,0,1,0.5,1,0,38.75,1,0.5,0,0.3,0,1,0.3,0,50.588235294117645,0.15,0,1,0.15,0,1,0,0,1,1,0,0.3,1,1,1,0,1,42.857142857142854,0,1,0,1,1,0,0,41.38217787114846,LC,Castries,-60.9832,14,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,St. Lucia,0.15,0,0.5,0.5,0.5,0.5,181889
Sri Lanka,LKA,2018,54.166666666666664,1,0.5,1,0,1,0,0,0,1,1,1,0,66.25,1,1,1,1,0.3,1,0,0,65.29411764705883,0.15,0.3,0,1,0.3,0.75,0,1,1,1,0.3,0.3,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,67.8562675070028,LK,Colombo,79.8528,6.92148,SAS,8S,South Asia,SAS,8S,South Asia,UMC,XT,Upper middle income,IBD,XF,IBRD,Sri Lanka,0.5,0.5,0.5,0.25,0.5,0.5,21670000
Lesotho,LSO,2018,37.5,0.5,0.5,0.5,0,1,0,0,0.5,1,0.5,0,0,61.25000000000001,1,1,0,1,1,0.3,0.6,0,51.470588235294116,0.15,0.6,1,0,0,0.4,0,1,0.3,1,0,0.3,1,1,1,0,1,71.42857142857143,0,1,1,1,1,0,1,55.41228991596638,LS,Maseru,27.7167,-29.5208,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Lesotho,0,0,0.15,0.25,0.5,0.5,2108132
Morocco,MAR,2018,45.83333333333333,1,0,0.5,0,1,1,0,0,1,1,0,0,56.25,1,1,0.5,1,0,0,0,1,61.470588235294116,0.15,0.3,0,0.4,0.3,0,1,1,1,1,0,0.3,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,55.17419467787115,MA,Rabat,-6.8704,33.9905,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Morocco,0.15,0.25,0,0,0.5,0.5,36029138
Moldova,MDA,2018,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,53.75,1,1,0,1,0,1,0.3,0,74.11764705882354,1,0,1,1,0,1,1,0,1,1,0.3,0.3,1,1,1,1,1,100,1,1,1,1,1,1,1,78.84191176470588,MD,Chisinau,28.8497,47.0167,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Moldova,0.5,0.5,0.5,0.5,0.5,0.5,2706049
Madagascar,MDG,2018,29.166666666666668,0,0,0,0.5,1,0,0,0.5,1,0.5,0,0,21.25,0,0.5,0,0.6,0,0.3,0.3,0,44.705882352941174,0,0.3,0,0.4,0.3,0,0,1,0.3,1,0,0.3,1,1,1,0,1,42.857142857142854,0,1,1,1,0,0,0,34.49492296918768,MG,Antananarivo,45.7167,-20.4667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Madagascar,0.15,0.25,0,0,0.5,0.5,26262368
Maldives,MDV,2018,45.83333333333333,0.5,0.5,0,0.5,1,0,0.5,0,1,0.5,1,0,31.25,1,0,0,0.6,0,0,0.6,0.3,44.11764705882353,0.15,0,0,0.8,0,0.65,0,1,0.6,1,0,0.3,1,0,1,0,1,28.57142857142857,0,0,1,1,0,0,0,37.44310224089635,MV,Male,73.5109,4.1742,SAS,8S,South Asia,SAS,8S,South Asia,UMC,XT,Upper middle income,IDX,XI,IDA,Maldives,0.3,0.5,0.15,0.5,0.5,0.5,515696
Mexico,MEX,2018,79.16666666666666,1,0.5,1,0.5,1,1,0.5,0,1,1,1,1,80,1,0.5,1,1,1,1,0.3,0.6,83.82352941176471,1,0.6,1,1,0.3,0.75,1,1,1,1,0,0.6,1,1,1,1,1,100,1,1,1,1,1,1,1,85.74754901960785,MX,Mexico City,-99.1276,19.427,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Mexico,0.5,0.5,0.5,0.25,0.5,0.5,126190788
Marshall Islands,MHL,2018,8.333333333333332,0.5,0,0,0,0,0,0,0,0,0.5,0,0,12.5,1,0,0,0,0,0,0,0,25.294117647058822,0,0.3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,11.531862745098039,MH,Majuro,171.135,7.11046,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,NA,0,0,NA,NA,0,0,58413
North Macedonia,MKD,2018,66.66666666666666,0.5,0,1,1,1,0,0.5,0,1,1,1,1,48.75,0.5,0.5,0,1,0,1,0.3,0.6,72.94117647058823,1,0,1,1,0,0.8,1,0,1,1,0.3,0.3,1,1,1,1,1,85.71428571428571,1,1,1,1,1,1,0,68.51803221288515,MK,Skopje,21.4361,42.0024,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,North Macedonia,0.5,0.5,0.3,0.5,0.5,0.5,2082958
Mali,MLI,2018,29.166666666666668,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,51.24999999999999,1,0.5,0,1,0.3,0.3,1,0,42.94117647058823,0,0.6,0,0.4,0,0,0,1,1,0,0,0.3,1,1,1,0,1,71.42857142857143,1,1,1,1,1,0,0,48.696603641456576,ML,Bamako,-7.50034,13.5667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Mali,0.15,0.25,0,0,0.5,0.5,19077690
Myanmar,MMR,2018,33.33333333333333,0,0.5,0,0.5,0,0,0.5,1,1,0.5,0,0,60,1,1,0,1,0,0.6,0.6,0.6,52.647058823529406,0.8,0.3,0,0,0,0.55,0,1,1,1,0,0.3,1,1,1,0,1,57.14285714285714,0,1,1,1,1,0,0,50.78081232492997,MM,Naypyidaw,95.9562,21.914,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Myanmar,0,0,0.3,0.25,NA,NA,53708395
Montenegro,MNE,2018,50,1,1,1,0.5,1,0,0,0,0,0.5,1,0,57.49999999999999,1,1,0,1,0.3,1,0.3,0,72.05882352941177,1,0.3,1,0.65,0,0,1,1,1,1,0.3,0,1,1,1,1,1,71.42857142857143,1,1,0,1,1,1,0,62.7468487394958,ME,Podgorica,19.2595,42.4602,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Montenegro,0.15,0.5,0,0,0.5,0.5,622227
Mongolia,MNG,2018,66.66666666666666,1,0.5,0.5,0.5,1,1,0.5,0,1,1,1,0,57.49999999999999,1,1,0,1,0,1,0.6,0,80,1,1,1,0,0,1,1,1,1,1,0.3,0.3,1,1,1,1,1,71.42857142857143,1,1,1,1,0,1,0,68.89880952380952,MN,Ulaanbaatar,106.937,47.9129,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Mongolia,0,0,0.5,0.5,0.5,0.5,3170208
Mozambique,MOZ,2018,33.33333333333333,0.5,0.5,0.5,0,1,0,0,0,1,0.5,0,0,52.5,1,1,1,0.6,0,0,0.6,0,47.352941176470594,0.15,0.3,1,0,0,0,0,1,0.3,1,0,0.3,1,1,1,0,1,85.71428571428571,1,1,1,1,1,1,0,54.72514005602241,MZ,Maputo,32.5713,-25.9664,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Mozambique,0,0,0,0,0.5,0.5,29495962
Mauritania,MRT,2018,25,0.5,0,1,0,1,0,0,0,0,0.5,0,0,35,1,0,0,0.6,0,0.6,0.6,0,43.23529411764706,0.15,0.6,0,0,0,0,0,1,0.3,1,0,0.3,1,1,1,0,1,57.14285714285714,0,1,1,1,1,0,0,40.094537815126046,MR,Nouakchott,-15.9824,18.2367,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Mauritania,0,0,0,0,0.5,0.5,4403319
Mauritius,MUS,2018,75,1,0,1,0.5,1,1,1,0.5,1,1,1,0,62.5,1,1,1,1,0,1,0,0,63.23529411764706,0.15,0,1,1,0,1,0,0,1,1,0.3,0.3,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,68.04096638655463,MU,Port Louis,57.4977,-20.1605,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Mauritius,0.5,0.5,0.5,0.5,0.5,0.5,1265303
Malawi,MWI,2018,20.833333333333336,1,0.5,0.5,0,0,0,0,0,0,0.5,0,0,55.00000000000001,1,0.5,0,0.6,0,0.3,1,1,59.705882352941174,0.15,1,1,0.4,0,0.4,0,1,0.6,1,0.3,0.3,1,1,1,0,1,57.14285714285714,0,1,1,1,1,0,0,48.17051820728292,MW,Lilongwe,33.7703,-13.9899,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Malawi,0.15,0.25,0.15,0.25,0.5,0.5,18143315
Malaysia,MYS,2018,58.333333333333336,1,0.5,1,0.5,1,0,0,0,1,1,1,0,60,1,0.5,1,1,0,1,0,0.3,66.47058823529412,0.8,0.6,0,1,0.3,1,1,0,1,1,0.3,0.3,1,1,1,1,0,100,1,1,1,1,1,1,1,71.20098039215686,MY,Kuala Lumpur,101.684,3.12433,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Malaysia,0.5,0.5,0.5,0.5,NA,NA,31528585
Namibia,NAM,2018,29.166666666666668,0.5,0.5,0.5,0.5,0,0,0,0,1,0.5,0,0,48.75,1,1,0,0.6,0,1,0.3,0,49.70588235294117,0.15,0.3,1,0,0,0.4,0,1,1,1,0.3,0.3,1,1,1,0,0,71.42857142857143,1,1,1,1,0,0,1,49.76278011204482,"NA",Windhoek,17.0931,-22.5648,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Namibia,0,0,0.15,0.25,0,0,2448255
Niger,NER,2018,29.166666666666668,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,46.25,1,0.5,0,1,0.6,0,0.6,0,55,0.15,1,1,0,0.3,0,0,1,0.6,1,0,0.3,1,1,1,0,1,85.71428571428571,1,1,1,1,1,0,1,54.0327380952381,NE,Niamey,2.1073,13.514,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Niger,0,0,0,0,0.5,0.5,22442948
Nigeria,NGA,2018,37.5,1,0.5,1,0.5,0,0,0,0,1,0.5,0,0,37.5,0.5,0.5,0,1,0,0,1,0,71.17647058823529,0,1,1,0.4,0,0.4,1,1,1,1,0,0.3,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,54.40126050420169,NG,Abuja,7.48906,9.05804,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Nigeria,0.15,0.25,0.15,0.25,NA,NA,195874740
Nicaragua,NIC,2018,29.166666666666668,0.5,1,0.5,0,0,0,0,0,1,0.5,0,0,38.75,0.5,1,0,1,0,0.6,0,0,60.88235294117647,0.15,0,0,1,0.3,1,1,1,0.6,1,0,0.3,1,1,1,0,1,28.57142857142857,0,1,0,0,1,0,0,39.342612044817926,NI,Managua,-86.2734,12.1475,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Nicaragua,0.5,0.5,0.5,0.5,0.5,0.5,6465513
Nepal,NPL,2018,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,67.5,1,1,0.5,1,0,0.6,1,0.3,59.117647058823536,0,0.6,1,0.15,0,0.4,1,1,0.6,1,0,0.3,1,1,1,0,1,42.857142857142854,0,1,0,1,0,1,0,47.577030812324935,NP,Kathmandu,85.3157,27.6939,SAS,8S,South Asia,SAS,8S,South Asia,LIC,XM,Low income,IDX,XI,IDA,Nepal,0.15,0,0.15,0.25,0.5,0.5,28087871
Nauru,NRU,2018,12.5,0.5,0,0,0,0,0,0,0,0,0,1,0,16.25,1,0,0,0.3,0,0,0,0,22.941176470588236,0,0,0,0,0,0,0,0.6,0.3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12.922794117647058,NR,Yaren District,166.920867,-0.5477,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,NA,NA,0,0,12704
