iso3c,country,date,SPI.D1.MSC,SPI.D1.1.SNAU,SPI.D1.2.NABY,SPI.D1.3.CNIN,SPI.D1.4.CPIBY,SPI.D1.5.HOUS,SPI.D1.6.EMPL,SPI.D1.7.CGOV,SPI.D1.8.FINA,SPI.D1.9.MONY,SPI.D1.10.IDDS,SPI.D1.11.CRVS,SPI.D1.12.GSBP,SPI.D2.CS,SPI.D2.1.POPU,SPI.D2.2.AGRI,SPI.D2.3.BIZZ,SPI.D2.4.HOUS,SPI.D2.5.AGRI,SPI.D2.6.LABR,SPI.D2.7.HLTH,SPI.D2.8.BIZZ,SPI.D3.AKI,SI.POV.NAHC,SH.DYN.MORT,SH.IMM.MEAS,SE.PRM.CMPT.ZS,SE.ADT.LITR.ZS,SH.H2O.BASW.ZS,SL.UEM.TOTL.NE.ZS,NV.IND.MANF.ZS,NE.GDI.TOTL.ZS,NY.GDP.DEFL.KD.ZG,BN.GSR.GNFS.CD,SN.ITK.DEFC.ZS,SPI.D4.DPO,SPI.D4.1.CALD,SPI.D4.2.NADA,SPI.D4.3.PORT,SPI.D4.4.TIME,SPI.D4.5.META,SPI.D4.6.USER,SPI.D4.7.GEOS,population,SPI.OVRL.SCR
SYR,Syrian Arab Republic,2019,25,0,0,0.5,0,1,0,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,17070000,NA
TCD,Chad,2019,16.666666666666664,0.5,0,0,0,0,0,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.57142857142857,0,1,1,0,0,0,0,15947000,NA
TGO,Togo,2019,41.66666666666667,1,0,1,0.5,1,0,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.14285714285714,0,1,1,1,1,0,0,8082000,NA
THA,Thailand,2019,66.66666666666666,1,0,1,0,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71428571428571,1,1,1,1,1,0,1,69626000,NA
TJK,Tajikistan,2019,45.83333333333333,0.5,1,0,1,1,0,0,0.5,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.57142857142857,0,0,0,1,1,0,0,9321000,NA
TKM,Turkmenistan,2019,12.5,0.5,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.285714285714285,0,0,0,0,1,0,0,5942000,NA
TLS,Timor-Leste,2019,50,1,0.5,1,0.5,1,0,0.5,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.14285714285714,0,1,1,1,1,0,0,1293000,NA
TON,Tonga,2019,33.33333333333333,0.5,0.5,0,0.5,0,0,1,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.14285714285714,0,1,0,1,1,0,1,104000,NA
TTO,Trinidad and Tobago,2019,45.83333333333333,1,0.5,0.5,0,1,0,0,0,1,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.57142857142857,0,0,0,1,1,0,0,1395000,NA
TUN,Tunisia,2019,33.33333333333333,0.5,0.5,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.14285714285714,0,1,1,1,1,0,0,11695000,NA
TUR,Turkey,2019,100,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71428571428571,1,1,1,1,1,1,0,83430000,NA
TUV,Tuvalu,2019,8.333333333333332,0,0,0,0.5,0,0,0,0,0,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.285714285714285,0,0,0,0,0,0,1,12000,NA
TZA,Tanzania,2019,41.66666666666667,0.5,0.5,0.5,0,1,1,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.42857142857143,0,1,1,1,1,0,1,58005000,NA
UGA,Uganda,2019,58.333333333333336,1,0.5,0,0,1,1,1,1,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.42857142857143,0,1,1,1,1,0,1,44270000,NA
UKR,Ukraine,2019,100,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.14285714285714,1,0,1,1,1,0,0,44391000,NA
URY,Uruguay,2019,33.33333333333333,0.5,0,0.5,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71428571428571,1,1,1,1,1,0,1,3462000,NA
UZB,Uzbekistan,2019,66.66666666666666,0.5,1,1,0.5,1,0,0.5,1,1,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,1,1,1,1,1,1,33360000,NA
VCT,St. Vincent and the Grenadines,2019,41.66666666666667,1,0,0.5,0,1,0,0,0,1,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.857142857142854,0,1,0,1,1,0,0,111000,NA
VEN,"Venezuela, RB",2019,25,0.5,0,0,0,1,0,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.857142857142854,0,1,0,1,1,0,0,28516000,NA
VNM,Vietnam,2019,41.66666666666667,0.5,0.5,1,0.5,1,0,0,0,0,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.14285714285714,0,1,1,1,1,0,0,96462000,NA
VUT,Vanuatu,2019,16.666666666666664,0.5,0,0,0,0,0,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.14285714285714,0,1,0,1,1,0,1,300000,NA
WSM,Samoa,2019,41.66666666666667,0.5,0.5,0.5,0,1,0,0.5,0.5,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.857142857142854,0,1,0,1,1,0,0,197000,NA
XKX,Kosovo,2019,45.83333333333333,0.5,0,1,0.5,1,0,0,1,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,1,1,1,1,1,1,1857000,NA
YEM,"Yemen, Rep.",2019,20.833333333333336,0.5,0,0.5,0,1,0,0,0,0,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,29162000,NA
ZAF,South Africa,2019,62.5,1,0.5,0.5,0.5,1,0,0.5,0.5,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,1,1,1,1,1,1,58558000,NA
ZMB,Zambia,2019,37.5,1,0.5,0.5,0,1,0,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.14285714285714,0,1,1,1,1,0,0,17861000,NA
ZWE,Zimbabwe,2019,41.66666666666667,0.5,0.5,0.5,0.5,1,0,0,0.5,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.14285714285714,0,1,1,1,1,0,0,14645000,NA
NA,Côte d'Ivoire,2019,25,0.5,0.5,0.5,0,0,0,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.14285714285714,0,1,1,1,1,0,0,NA,NA
NA,"Macedonia, FYR",2019,75,0.5,1,1,1,1,0,0.5,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71428571428571,1,1,1,1,1,1,0,NA,NA
NA,São Tomé and Principe,2019,37.5,0.5,0,0.5,0,1,0,0,0,1,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.857142857142854,0,0,1,1,1,0,0,NA,NA
NA,Swaziland,2019,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
