Country Name,3 digit country code,Date,"Dimension 1: Methodology, Standards & Classifications (MSC)",Dimension 1: System of National Accounts in use,Dimension 1: National Accounts base year ,Dimension 1: Classification of national industry,Dimension 1: CPI base year,Dimension 1: Classification of household consumption,Dimension 1: Classification of status of employment,Dimension 1: Central government accounting status,Dimension 1: Compilation of government finance statistics,Dimension 1: Compilation of monetary and financial statistics,Dimension 1: SDDS/e-GDDS subscription,Dimension 1: CRVS,Dimension 1: Business process,Dimension 2: Censuses and Surveys (CS),Dimension 2: Population & Housing census,Dimension 2: Agriculture census,Dimension 2: Business/establishment census,Dimension 2: Household Survey on income/consumption/expenditure/budget/Integrated Survey ,Dimension 2: Agriculture survey,Dimension 2: Labor Force Survey,Dimension 2: Health/Demographic survey,Dimension 2: Business/establishment survey,Dimension 3: Availability of Key Indicators (AKI),Dimension 3: Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),Dimension 3: Food Insecurity Experience Scale,"Dimension 3: Mortality rate, under-5 (per 1,000 live births)",Dimension 3: Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,Dimension 3: Maternal Mortality,Dimension 3: People using safely managed drinking water services (% of population),Dimension 3: Access to electricity (% of population),"Dimension 3: Unemployment, total (% of total labor force) (national estimate)","Dimension 3: Manufacturing, value added (% of GDP)","Dimension 3: Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",Dimension 3: Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Dimension 3: Renewable energy consumption (% of total final energy consumption),Dimension 3: Households and NPISHs Final consumption expenditure (current LCU),Dimension 3: Quarterly GDP,"Dimension 3: Debt service (PPG and IMF only, % of exports of goods, services and primary income)",Dimension 4: Dissemination Practices & Openness (DPO),Dimension 4: NSO has an Advance Release Calendar and it is published ,Dimension 4: NSO has a listing of surveys and microdata sets (or NADA),Dimension 4: NSO has a data portal,Dimension 4: Timeseries indicators are available for download in reusable format for free,"Dimension 4: Metadata is available providing definition, methodology, standards or classifications for existing data series",Dimension 4: NSO has conducted a user satisfaction survey,Dimension 4: Geospatial data available on relevant agency website,SPI Overall Score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,IND,2018,50,1,0.5,0.5,0.5,1,0,0.5,1,0,1,0,0,75,1,1,1,1,0,1,0,1,50,0,0,1,0,0.5,0,1,0,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,0,1,65.1785714285714,IN,New Delhi,77.225,28.6353,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IBD,XF,IBRD,India,1,1,1,0,1,1,1352617328
"Iran, Islamic Rep.",IRN,2018,41.6666666666667,0.5,0.5,0.5,0.5,1,0,0.5,0,0,0.5,1,0,50,1,1,0,1,0,1,0,0,53.3333333333333,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,42.8571428571429,0,1,0,1,1,0,0,46.9642857142857,IR,Tehran,51.4447,35.6878,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,1,1,1,1,81800269
Iraq,IRQ,2018,29.1666666666667,0,0,0.5,0,1,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17.2916666666667,IQ,Baghdad,44.394,33.3302,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Iraq,0,0,0,0,0,0,38433600
Jamaica,JAM,2018,29.1666666666667,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,25,1,0,0,1,0,0,0,0,53.3333333333333,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,0,1,1,0,1,44.7321428571429,JM,Kingston,-76.792,17.9927,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jamaica,0,0,1,1,1,1,2934855
Jordan,JOR,2018,20.8333333333333,0,0,1,0,0,0,0,0.5,0,1,0,0,62.5,1,1,0,1,0,1,1,0,40,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,71.4285714285714,1,1,1,1,1,0,0,48.6904761904762,JO,Amman,35.9263,31.9497,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jordan,0,0,0,0,1,1,9956011
Kazakhstan,KAZ,2018,75,0.5,1,1,1,1,0,0.5,0,1,1,1,1,37.5,1,0,0,1,0,1,0,0,80,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,1,1,1,0,0,65.9821428571429,KZ,Astana,71.4382,51.1879,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Kazakhstan,1,1,1,1,1,1,18272430
Kenya,KEN,2018,37.5,1,0.5,0.5,0,0,0,1,0,1,0.5,0,0,25,1,0,1,0,0,0,0,0,40,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,39.9107142857143,KE,Nairobi,36.8126,-1.27975,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Kenya,0,0,0,0,1,1,51393010
Kyrgyz Republic,KGZ,2018,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,25,1,0,0,1,0,0,0,0,73.3333333333333,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,71.4285714285714,1,1,1,1,1,0,0,64.3154761904762,KG,Bishkek,74.6057,42.8851,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Kyrgyz Republic,1,1,1,1,1,1,6322800
Cambodia,KHM,2018,37.5,0.5,0,0.5,0,1,0,0,0,1,0.5,0,1,62.5,1,1,1,1,0,0,0,1,53.3333333333333,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,52.6190476190476,KH,Phnom Penh,104.874,11.5556,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,0,0,1,1,16249798
Kiribati,KIR,2018,16.6666666666667,0.5,0,0.5,0,0,0,0.5,0,0,0.5,0,0,12.5,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.2916666666667,KI,Tarawa,172.979,1.32905,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Kiribati,0,0,0,0,0,0,115847
St. Kitts and Nevis,KNA,2018,29.1666666666667,0.5,0,0.5,0,0,0,0,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.75,KN,Basseterre,-62.7309,17.3,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,NA,NA,NA,NA,NA,0,0,52441
Lao PDR,LAO,2018,20.8333333333333,1,0.5,0,0.5,0,0,0,0,0,0.5,0,0,37.5,1,1,0,0,0,1,0,0,33.3333333333333,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,71.4285714285714,1,1,1,1,0,0,1,40.7738095238095,LA,Vientiane,102.177,18.5826,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,0,0,1,1,7061507
Lebanon,LBN,2018,29.1666666666667,1,0.5,0,0,0,0,0,0.5,0,0.5,1,0,12.5,0,1,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,42.8571428571429,0,1,0,1,1,0,0,29.4642857142857,LB,Beirut,35.5134,33.8872,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Lebanon,0,0,0,0,1,1,6848925
Liberia,LBR,2018,29.1666666666667,0.5,0,0.5,0,1,0,0.5,0.5,0,0.5,0,0,37.5,1,0,1,1,0,0,0,0,50,0.5,1,0,0,0,0,1,1,1,0,0,1,1,0,1,28.5714285714286,0,0,1,1,0,0,0,36.3095238095238,LR,Monrovia,-10.7957,6.30039,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Liberia,0,0,0,0,1,1,4818977
Libya,LBY,2018,20.8333333333333,0.5,0,0.5,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.875,LY,Tripoli,13.1072,32.8578,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,NA,NA,0,0,6678567
St. Lucia,LCA,2018,33.3333333333333,0.5,0,0.5,0.5,0,0,0,0,1,0.5,1,0,25,1,0,0,0,0,1,0,0,46.6666666666667,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,42.8571428571429,0,1,0,1,1,0,0,36.9642857142857,LC,Castries,-60.9832,14,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,St. Lucia,0,0,1,1,1,1,181889
Sri Lanka,LKA,2018,54.1666666666667,1,0.5,1,0,1,0,0,0,1,1,1,0,62.5,1,1,1,1,0,1,0,0,56.6666666666667,0,0,1,0,0.5,0,1,1,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,0,1,64.7619047619048,LK,Colombo,79.8528,6.92148,SAS,8S,South Asia,SAS,8S,South Asia,UMC,XT,Upper middle income,IBD,XF,IBRD,Sri Lanka,1,1,1,0,1,1,21670000
Lesotho,LSO,2018,37.5,0.5,0.5,0.5,0,1,0,0,0.5,1,0.5,0,0,50,1,1,0,1,1,0,0,0,40,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,71.4285714285714,0,1,1,1,1,0,1,49.7321428571429,LS,Maseru,27.7167,-29.5208,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Lesotho,0,0,0,0,1,1,2108132
Morocco,MAR,2018,45.8333333333333,1,0,0.5,0,1,1,0,0,1,1,0,0,50,1,1,0,1,0,0,0,1,53.3333333333333,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,57.1428571428571,0,1,1,1,1,0,0,51.5773809523809,MA,Rabat,-6.8704,33.9905,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Morocco,0,0,0,0,1,1,36029138
Moldova,MDA,2018,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,50,1,1,0,1,0,1,0,0,73.3333333333333,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,77.7083333333333,MD,Chisinau,28.8497,47.0167,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Moldova,1,1,1,1,1,1,2706049
Madagascar,MDG,2018,29.1666666666667,0,0,0,0.5,1,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,42.8571428571429,0,1,1,1,0,0,0,26.3392857142857,MG,Antananarivo,45.7167,-20.4667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Madagascar,0,0,0,0,1,1,26262368
Maldives,MDV,2018,45.8333333333333,0.5,0.5,0,0.5,1,0,0.5,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,33.3333333333333,0,0,0.5,0,0.5,0,1,0,1,0,0,1,0,0,1,28.5714285714286,0,0,1,1,0,0,0,30.0595238095238,MV,Male,73.5109,4.1742,SAS,8S,South Asia,SAS,8S,South Asia,UMC,XT,Upper middle income,IDX,XI,IDA,Maldives,0,1,0,1,1,1,515696
Mexico,MEX,2018,79.1666666666667,1,0.5,1,0.5,1,1,0.5,0,1,1,1,1,62.5,1,0,1,1,1,1,0,0,76.6666666666667,1,1,1,0,0.5,1,1,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,79.5833333333333,MX,Mexico City,-99.1276,19.427,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Mexico,1,1,1,0,1,1,126190788
Marshall Islands,MHL,2018,8.33333333333333,0.5,0,0,0,0,0,0,0,0,0.5,0,0,12.5,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10.2083333333333,MH,Majuro,171.135,7.11046,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,NA,0,0,NA,NA,0,0,58413
North Macedonia,MKD,2018,66.6666666666667,0.5,0,1,1,1,0,0.5,0,1,1,1,1,25,0,0,0,1,0,1,0,0,70,1,1,1,0,0.5,1,0,1,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,1,0,61.8452380952381,MK,Skopje,21.4361,42.0024,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,North Macedonia,1,1,0,1,1,1,2082958
Mali,MLI,2018,29.1666666666667,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,37.5,1,0,0,1,0,0,1,0,33.3333333333333,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,71.4285714285714,1,1,1,1,1,0,0,42.8571428571429,ML,Bamako,-7.50034,13.5667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Mali,0,0,0,0,1,1,19077690
Myanmar,MMR,2018,33.3333333333333,0,0.5,0,0.5,0,0,0.5,1,1,0.5,0,0,37.5,1,1,0,1,0,0,0,0,43.3333333333333,0.5,0,0,0,0,0,1,1,1,0,0,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,42.8273809523809,MM,Naypyidaw,95.9562,21.914,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Myanmar,0,0,0,0,NA,NA,53708395
Montenegro,MNE,2018,50,1,1,1,0.5,1,0,0,0,0,0.5,1,0,50,1,1,0,1,0,1,0,0,70,1,1,0.5,0,0,1,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,0,1,1,1,0,60.3571428571429,ME,Podgorica,19.2595,42.4602,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Montenegro,0,1,0,0,1,1,622227
Mongolia,MNG,2018,66.6666666666667,1,0.5,0.5,0.5,1,1,0.5,0,1,1,1,0,50,1,1,0,1,0,1,0,0,73.3333333333333,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,1,1,0,1,0,65.3571428571429,MN,Ulaanbaatar,106.937,47.9129,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Mongolia,0,0,1,1,1,1,3170208
Mozambique,MOZ,2018,33.3333333333333,0.5,0.5,0.5,0,1,0,0,0,1,0.5,0,0,37.5,1,1,1,0,0,0,0,0,40,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,85.7142857142857,1,1,1,1,1,1,0,49.1369047619048,MZ,Maputo,32.5713,-25.9664,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Mozambique,0,0,0,0,1,1,29495962
Mauritania,MRT,2018,25,0.5,0,1,0,1,0,0,0,0,0.5,0,0,12.5,1,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,31.9940476190476,MR,Nouakchott,-15.9824,18.2367,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Mauritania,0,0,0,0,1,1,4403319
Mauritius,MUS,2018,75,1,0,1,0.5,1,1,1,0.5,1,1,1,0,62.5,1,1,1,1,0,1,0,0,60,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,71.4285714285714,1,1,1,1,1,0,0,67.2321428571429,MU,Port Louis,57.4977,-20.1605,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Mauritius,1,1,1,1,1,1,1265303
Malawi,MWI,2018,20.8333333333333,1,0.5,0.5,0,0,0,0,0,0,0.5,0,0,37.5,1,0,0,0,0,0,1,1,40,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,38.8690476190476,MW,Lilongwe,33.7703,-13.9899,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Malawi,0,0,0,0,1,1,18143315
Malaysia,MYS,2018,58.3333333333333,1,0.5,1,0.5,1,0,0,0,1,1,1,0,50,1,0,1,1,0,1,0,0,56.6666666666667,0.5,0,1,0,1,1,0,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,66.25,MY,Kuala Lumpur,101.684,3.12433,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Malaysia,1,1,1,1,0,0,31528585
Namibia,NAM,2018,29.1666666666667,0.5,0.5,0.5,0.5,0,0,0,0,1,0.5,0,0,37.5,1,1,0,0,0,1,0,0,40,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,71.4285714285714,1,1,1,1,0,0,1,44.5238095238095,"NA",Windhoek,17.0931,-22.5648,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Namibia,0,0,0,0,0,0,2448255
Niger,NER,2018,29.1666666666667,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,25,1,0,0,1,0,0,0,0,40,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,85.7142857142857,1,1,1,1,1,0,1,44.9702380952381,NE,Niamey,2.1073,13.514,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Niger,0,0,0,0,1,1,22442948
Nigeria,NGA,2018,37.5,1,0.5,1,0.5,0,0,0,0,1,0.5,0,0,25,0,0,0,1,0,0,1,0,60,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,1,1,1,0,0,48.4821428571429,NG,Abuja,7.48906,9.05804,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Nigeria,0,0,0,0,NA,NA,195874740
Nicaragua,NIC,2018,29.1666666666667,0.5,1,0.5,0,0,0,0,0,1,0.5,0,0,25,0,1,0,1,0,0,0,0,53.3333333333333,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,28.5714285714286,0,1,0,0,1,0,0,34.0178571428571,NI,Managua,-86.2734,12.1475,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Nicaragua,1,1,1,1,1,1,6465513
Nepal,NPL,2018,20.8333333333333,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,50,1,1,0,1,0,0,1,0,46.6666666666667,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,42.8571428571429,0,1,0,1,0,1,0,40.0892857142857,NP,Kathmandu,85.3157,27.6939,SAS,8S,South Asia,SAS,8S,South Asia,LIC,XM,Low income,IDX,XI,IDA,Nepal,0,0,0,0,1,1,28087871
Nauru,NRU,2018,12.5,0.5,0,0,0,0,0,0,0,0,0,1,0,12.5,1,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.58333333333333,NR,Yaren District,166.920867,-0.5477,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,NA,NA,0,0,12704
Pakistan,PAK,2018,33.3333333333333,1,0,1,0.5,0,0,0,0,1,0.5,0,0,50,1,1,0,1,0,1,0,0,50,0.5,0,0,0,0,1,1,1,1,0,0,1,1,0,1,42.8571428571429,0,1,0,1,1,0,0,44.047619047619,PK,Islamabad,72.8,30.5167,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IDB,XH,Blend,Pakistan,0,0,0,0,1,1,212215030
Panama,PAN,2018,29.1666666666667,0.5,0,0.5,0,0,0,0,0,1,0.5,1,0,50,1,1,0,1,0,1,0,0,46.6666666666667,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,57.1428571428571,1,1,0,1,1,0,0,45.7440476190476,PA,Panama City,-79.5188,8.99427,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Panama,0,0,1,1,NA,NA,4176873
Peru,PER,2018,41.6666666666667,1,0,1,0.5,0,0,0.5,0,1,1,0,0,87.5,1,1,1,1,1,1,0,1,60,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,1,1,0,0,1,65.1488095238095,PE,Lima,-77.0465,-12.0931,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Peru,0,0,0,0,1,1,31989256
Philippines,PHL,2018,45.8333333333333,1,0,0.5,0,1,0,0,0,1,1,1,0,100,1,1,1,1,1,1,1,1,63.3333333333333,0.5,1,0,0,0,1,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,1,1,1,0,0,70.1488095238095,PH,Manila,121.035,14.5515,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Philippines,0,0,0,0,1,1,106651922
Palau,PLW,2018,29.1666666666667,0.5,0.5,0,0.5,0,0,0,0.5,0,0.5,1,0,25,1,1,0,0,0,0,0,0,26.6666666666667,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,20.2083333333333,PW,Koror,134.479,7.34194,EAS,Z4,East Asia & Pacific,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,NA,0,0,NA,NA,0,0,17907
Papua New Guinea,PNG,2018,20.8333333333333,0.5,0.5,0,0,0,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,26.6666666666667,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,14.2857142857143,0,1,0,0,0,0,0,18.5714285714286,PG,Port Moresby,147.194,-9.47357,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Papua New Guinea,0,0,NA,NA,1,1,8606316
Poland,POL,2018,91.6666666666667,1,1,1,1,1,0,1,1,1,1,1,1,62.5,1,1,0,1,0,1,0,1,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,80.2083333333333,PL,Warsaw,21.02,52.26,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Poland,1,1,1,1,0,0,37974750
Paraguay,PRY,2018,37.5,0.5,0,0.5,0,1,0,1,0,1,0.5,0,0,62.5,1,1,1,1,0,1,0,0,66.6666666666667,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,57.1428571428571,1,1,0,1,0,1,0,55.952380952381,PY,Asuncion,-57.6362,-25.3005,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Paraguay,0,0,1,1,1,1,6956071
West Bank and Gaza,PSE,2018,58.3333333333333,0,0.5,1,0.5,1,0,1,0,1,1,0,1,75,1,1,1,1,0,1,0,1,43.3333333333333,0,1,0,0,0.5,0,0,1,1,0,0,1,1,1,0,85.7142857142857,1,1,1,1,1,1,0,65.5952380952381,PS,NA,NA,NA,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,LNX,XX,Not classified,West Bank and Gaza,NA,NA,1,0,0,0,4569087
Romania,ROU,2018,79.1666666666667,1,1,1,1,0,1,1,0.5,1,1,1,0,62.5,1,1,0,1,0,1,0,1,80,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,1,0,76.8452380952381,RO,Bucharest,26.0979,44.4479,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Romania,1,1,1,1,1,1,19466145
Russian Federation,RUS,2018,83.3333333333333,0.5,0.5,1,1,1,0,1,1,1,1,1,1,50,1,1,0,1,0,1,0,0,80,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,57.1428571428571,1,1,0,1,1,0,0,67.6190476190476,RU,Moscow,37.6176,55.7558,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Russian Federation,1,1,1,1,NA,NA,144478050
Rwanda,RWA,2018,41.6666666666667,0.5,0.5,1,0.5,1,0,0,0,1,0.5,0,0,62.5,1,0,1,1,1,0,0,1,50,0.5,0,0,0,0,0,1,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,63.5416666666667,RW,Kigali,30.0587,-1.95325,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Rwanda,0,0,0,0,1,1,12301939
Sudan,SDN,2018,16.6666666666667,0,0,0,0.5,0,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,26.6666666666667,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,42.8571428571429,0,1,0,1,1,0,0,24.672619047619,SD,Khartoum,32.5363,15.5932,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Sudan,0,0,0,0,NA,NA,41801533
