country,iso3c,date,SPI.D1.MSC,SPI.D1.1.SNAU,SPI.D1.2.NABY,SPI.D1.3.CNIN,SPI.D1.4.CPIBY,SPI.D1.5.HOUS,SPI.D1.6.EMPL,SPI.D1.7.CGOV,SPI.D1.8.FINA,SPI.D1.9.MONY,SPI.D1.10.IDDS,SPI.D1.11.CRVS,SPI.D1.12.GSBP,SPI.D2.CS,SPI.D2.1.POPU,SPI.D2.2.AGRI,SPI.D2.3.BIZZ,SPI.D2.4.HOUS,SPI.D2.5.AGRI,SPI.D2.6.LABR,SPI.D2.7.HLTH,SPI.D2.8.BIZZ,SPI.D3.AKI,SPI.D3.POV,SPI.D3.FIES,SPI.D3.CHLD.MORT,SPI.D3.SE.LPV.PRIM.BMP,SPI.D3.MMRT,SPI.D3.SH.H2O.SMDW.ZS,SPI.D3.ELEC,SPI.D3.SL.UEM.TOTL.NE.ZS,SPI.D3.NV.IND.MANF.ZS,SPI.D3.SI.SPR.PC40.ZG,SPI.D3.ER.H2O.FWST.ZS,SPI.D3.EG.FEC.RNEW.ZS,SPI.D3.NE.CON.PRVT.CN,SPI.D3.QUART.GDP,SPI.D3.DT.TDS.DPPF.XP.ZS,SPI.D4.DPO,SPI.D4.1.CALD,SPI.D4.2.NADA,SPI.D4.3.PORT,SPI.D4.4.TIME,SPI.D4.5.META,SPI.D4.6.USER,SPI.D4.7.GEOS,SPI.OVRL.SCR,iso2c,capital,long,lat,regionID,region_iso2c,region,adminID,admin_iso2c,admin,incomeID,income_iso2c,income,lendingID,lending_iso2c,lending,countryname,SPI.FREQ.D3.CHLD.MORT,SPI.QUAL.D3.CHLD.MORT,SPI.FREQ.D3.MMRT,SPI.QUAL.D3.MMRT,SPI.FREQ.D3.DT.TDS.DPPF.XP.ZS,SPI.QUAL.D3.DT.TDS.DPPF.XP.ZS,population
United Kingdom,GBR,2018,83.3333333333333,1,1,1,1,1,0,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6666666666667,1,0,1,0,0.5,1,0,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,NA,GB,London,-0.126236,51.5002,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,United Kingdom,1,1,1,0,0,0,66460344
Georgia,GEO,2018,79.1666666666667,0.5,1,0.5,0.5,1,1,0.5,0.5,1,1,1,1,50,1,1,0,1,0,1,0,0,80,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,0,1,1,0,1,70.1488095238095,GE,Tbilisi,44.793,41.71,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Georgia,1,1,1,1,1,1,3726549
Ghana,GHA,2018,37.5,0.5,0,1,0,1,0,0.5,0,1,0.5,0,0,37.5,1,0,0,1,0,0,1,0,56.6666666666667,0,1,0.5,0,0,1,1,1,1,0,0,1,1,0,1,85.7142857142857,1,1,1,1,0,1,1,54.3452380952381,GH,Accra,-0.20795,5.57045,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Ghana,1,0,0,0,1,1,29767108
Guinea,GIN,2018,8.33333333333333,0.5,0,0,0,0,0,0,0,0,0.5,0,0,12.5,1,0,0,0,0,0,0,0,40,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,71.4285714285714,0,1,1,1,1,0,1,33.0654761904762,GN,Conakry,-13.7,9.51667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Guinea,0,0,0,0,NA,NA,12414318
"Gambia, The",GMB,2018,25,0.5,0,0.5,0,0,0,0.5,0,1,0.5,0,0,25,1,1,0,0,0,0,0,0,33.3333333333333,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,42.8571428571429,0,1,1,1,0,0,0,31.5476190476191,GM,Banjul,-16.5885,13.4495,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,"Gambia, The",0,0,0,0,1,1,2280102
Guinea-Bissau,GNB,2018,20.8333333333333,0.5,0,0,0.5,0,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,28.5714285714286,0,1,0,1,0,0,0,23.8095238095238,GW,Bissau,-15.1804,11.8037,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Guinea-Bissau,0,0,0,0,1,1,1874309
Equatorial Guinea,GNQ,2018,25,0.5,0,0,0,1,0,0,0,1,0.5,0,0,25,1,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,14.2857142857143,0,1,0,0,0,0,0,21.0714285714286,GQ,Malabo,8.7741,3.7523,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,0,0,0,0,1308974
Greece,GRC,2018,79.1666666666667,1,1,1,0.5,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,NA,GR,Athens,23.7166,37.9792,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Greece,1,1,1,1,0,0,10731726
Grenada,GRD,2018,33.3333333333333,0.5,0,0.5,0.5,0,0,0,0,1,0.5,1,0,25,1,1,0,0,0,0,0,0,43.3333333333333,0,0,0.5,0,1,1,0,1,1,0,0,1,0,0,1,14.2857142857143,0,0,0,1,0,0,0,28.9880952380952,GD,Saint George's,-61.7449,12.0653,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,NA,0,1,1,1,1,1,111454
Guatemala,GTM,2018,33.3333333333333,0.5,0,0.5,0.5,0,0,0,0,1,0.5,1,0,25,0,0,0,0,1,1,0,0,66.6666666666667,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,42.8571428571429,0,1,0,1,1,0,0,41.9642857142857,GT,Guatemala City,-90.5328,14.6248,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Guatemala,0,0,1,1,1,1,17247807
Guyana,GUY,2018,25,0.5,0,1,0,0,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,40,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,28.5714285714286,0,1,0,1,0,0,0,26.5178571428571,GY,Georgetown,-58.1548,6.80461,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,Guyana,0,0,1,1,1,1,779004
Honduras,HND,2018,37.5,0.5,0,0.5,0,1,0,1,0,1,0.5,0,0,37.5,1,0,0,1,0,1,0,0,56.6666666666667,1,1,0,0,0.5,0,1,1,1,0,0,1,1,0,1,71.4285714285714,0,1,1,1,1,1,0,50.7738095238095,HN,Tegucigalpa,-87.4667,15.1333,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Honduras,0,0,1,0,1,1,9587522
Croatia,HRV,2018,83.3333333333333,1,1,1,0.5,1,1,0,0.5,1,1,1,1,62.5,1,1,0,1,1,1,0,0,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,0,1,1,1,1,1,74.5535714285714,HR,Zagreb,15.9614,45.8069,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Croatia,1,1,1,1,0,0,4087843
Haiti,HTI,2018,20.8333333333333,0,0,0,0,1,0,0,0,1,0.5,0,0,25,0,1,0,1,0,0,0,0,26.6666666666667,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,42.8571428571429,0,1,0,1,1,0,0,28.8392857142857,HT,Port-au-Prince,-72.3288,18.5392,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Haiti,0,0,0,0,1,1,11123176
Hungary,HUN,2018,100,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,NA,HU,Budapest,19.0408,47.4984,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Hungary,1,1,1,1,0,0,9775564
Indonesia,IDN,2018,54.1666666666667,1,0.5,1,0.5,0,0,0.5,1,1,1,0,0,62.5,1,1,0,1,0,1,0,1,60,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,69.1666666666667,ID,Jakarta,106.83,-6.19752,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Indonesia,0,0,0,0,1,1,267663435
India,IND,2018,50,1,0.5,0.5,0.5,1,0,0.5,1,0,1,0,0,75,1,1,1,1,0,1,0,1,50,0,0,1,0,0.5,0,1,0,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,0,1,65.1785714285714,IN,New Delhi,77.225,28.6353,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IBD,XF,IBRD,India,1,1,1,0,1,1,1352617328
Ireland,IRL,2018,79.1666666666667,1,1,1,0.5,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,1,1,1,1,0,1,NA,IE,Dublin,-6.26749,53.3441,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Ireland,1,1,1,1,0,0,4867309
"Iran, Islamic Rep.",IRN,2018,41.6666666666667,0.5,0.5,0.5,0.5,1,0,0.5,0,0,0.5,1,0,50,1,1,0,1,0,1,0,0,53.3333333333333,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,42.8571428571429,0,1,0,1,1,0,0,46.9642857142857,IR,Tehran,51.4447,35.6878,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,1,1,1,1,81800269
Iraq,IRQ,2018,29.1666666666667,0,0,0.5,0,1,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17.2916666666667,IQ,Baghdad,44.394,33.3302,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Iraq,0,0,0,0,0,0,38433600
Iceland,ISL,2018,91.6666666666667,1,1,0.5,1,1,1,1,0.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,1,1,1,1,1,0,NA,IS,Reykjavik,-21.8952,64.1353,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Iceland,0,0,1,1,0,0,352721
Israel,ISR,2018,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0.5,1,1,0,0.5,1,0,1,1,0,0,1,1,1,0,71.4285714285714,1,1,1,1,1,0,0,NA,IL,NA,35.2035,31.7717,MEA,ZQ,Middle East & North Africa,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Israel,1,1,1,0,0,0,8882800
Italy,ITA,2018,91.6666666666667,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,1,1,1,1,0,1,NA,IT,Rome,12.4823,41.8955,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Italy,1,1,1,1,0,0,60421760
Jamaica,JAM,2018,29.1666666666667,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,25,1,0,0,1,0,0,0,0,53.3333333333333,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,0,1,1,0,1,44.7321428571429,JM,Kingston,-76.792,17.9927,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jamaica,0,0,1,1,1,1,2934855
Jordan,JOR,2018,20.8333333333333,0,0,1,0,0,0,0,0.5,0,1,0,0,62.5,1,1,0,1,0,1,1,0,40,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,71.4285714285714,1,1,1,1,1,0,0,48.6904761904762,JO,Amman,35.9263,31.9497,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jordan,0,0,0,0,1,1,9956011
Japan,JPN,2018,75,1,1,1,0.5,1,0,1,0.5,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,1,1,1,1,0,1,NA,JP,Tokyo,139.77,35.67,EAS,Z4,East Asia & Pacific,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Japan,1,1,1,1,0,0,126529100
Kazakhstan,KAZ,2018,75,0.5,1,1,1,1,0,0.5,0,1,1,1,1,37.5,1,0,0,1,0,1,0,0,80,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,1,1,1,0,0,65.9821428571429,KZ,Astana,71.4382,51.1879,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Kazakhstan,1,1,1,1,1,1,18272430
Kenya,KEN,2018,37.5,1,0.5,0.5,0,0,0,1,0,1,0.5,0,0,25,1,0,1,0,0,0,0,0,40,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,39.9107142857143,KE,Nairobi,36.8126,-1.27975,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Kenya,0,0,0,0,1,1,51393010
Kyrgyz Republic,KGZ,2018,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,25,1,0,0,1,0,0,0,0,73.3333333333333,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,71.4285714285714,1,1,1,1,1,0,0,64.3154761904762,KG,Bishkek,74.6057,42.8851,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Kyrgyz Republic,1,1,1,1,1,1,6322800
Cambodia,KHM,2018,37.5,0.5,0,0.5,0,1,0,0,0,1,0.5,0,1,62.5,1,1,1,1,0,0,0,1,53.3333333333333,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,52.6190476190476,KH,Phnom Penh,104.874,11.5556,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,0,0,1,1,16249798
Kiribati,KIR,2018,16.6666666666667,0.5,0,0.5,0,0,0,0.5,0,0,0.5,0,0,12.5,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.2916666666667,KI,Tarawa,172.979,1.32905,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Kiribati,0,0,0,0,0,0,115847
St. Kitts and Nevis,KNA,2018,29.1666666666667,0.5,0,0.5,0,0,0,0,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.75,KN,Basseterre,-62.7309,17.3,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,NA,NA,NA,NA,NA,0,0,52441
"Korea, Rep.",KOR,2018,70.8333333333333,1,0.5,1,0.5,1,0,0,0.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,1,1,1,1,0,1,NA,KR,Seoul,126.957,37.5323,EAS,Z4,East Asia & Pacific,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,NA,1,1,1,1,0,0,51606633
Kuwait,KWT,2018,37.5,0.5,0.5,0.5,0,0,0,0.5,0,1,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,42.8571428571429,0,1,0,1,0,0,1,NA,KW,Kuwait City,47.9824,29.3721,MEA,ZQ,Middle East & North Africa,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,NA,1,1,0,0,0,0,4137309
Lao PDR,LAO,2018,20.8333333333333,1,0.5,0,0.5,0,0,0,0,0,0.5,0,0,37.5,1,1,0,0,0,1,0,0,33.3333333333333,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,71.4285714285714,1,1,1,1,0,0,1,40.7738095238095,LA,Vientiane,102.177,18.5826,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,0,0,1,1,7061507
Lebanon,LBN,2018,29.1666666666667,1,0.5,0,0,0,0,0,0.5,0,0.5,1,0,12.5,0,1,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,42.8571428571429,0,1,0,1,1,0,0,29.4642857142857,LB,Beirut,35.5134,33.8872,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Lebanon,0,0,0,0,1,1,6848925
Liberia,LBR,2018,29.1666666666667,0.5,0,0.5,0,1,0,0.5,0.5,0,0.5,0,0,37.5,1,0,1,1,0,0,0,0,50,0.5,1,0,0,0,0,1,1,1,0,0,1,1,0,1,28.5714285714286,0,0,1,1,0,0,0,36.3095238095238,LR,Monrovia,-10.7957,6.30039,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Liberia,0,0,0,0,1,1,4818977
Libya,LBY,2018,20.8333333333333,0.5,0,0.5,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.875,LY,Tripoli,13.1072,32.8578,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,NA,NA,0,0,6678567
St. Lucia,LCA,2018,33.3333333333333,0.5,0,0.5,0.5,0,0,0,0,1,0.5,1,0,25,1,0,0,0,0,1,0,0,46.6666666666667,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,42.8571428571429,0,1,0,1,1,0,0,36.9642857142857,LC,Castries,-60.9832,14,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,St. Lucia,0,0,1,1,1,1,181889
Sri Lanka,LKA,2018,54.1666666666667,1,0.5,1,0,1,0,0,0,1,1,1,0,62.5,1,1,1,1,0,1,0,0,56.6666666666667,0,0,1,0,0.5,0,1,1,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,0,1,64.7619047619048,LK,Colombo,79.8528,6.92148,SAS,8S,South Asia,SAS,8S,South Asia,UMC,XT,Upper middle income,IBD,XF,IBRD,Sri Lanka,1,1,1,0,1,1,21670000
Lesotho,LSO,2018,37.5,0.5,0.5,0.5,0,1,0,0,0.5,1,0.5,0,0,50,1,1,0,1,1,0,0,0,40,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,71.4285714285714,0,1,1,1,1,0,1,49.7321428571429,LS,Maseru,27.7167,-29.5208,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Lesotho,0,0,0,0,1,1,2108132
Lithuania,LTU,2018,100,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,NA,LT,Vilnius,25.2799,54.6896,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Lithuania,1,1,1,1,0,0,2801543
Luxembourg,LUX,2018,83.3333333333333,1,1,1,1,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.3333333333333,1,1,0.5,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,1,1,1,1,1,0,NA,LU,Luxembourg,6.1296,49.61,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Luxembourg,0,1,1,1,0,0,607950
Latvia,LVA,2018,91.6666666666667,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,1,1,1,1,0,1,NA,LV,Riga,24.1048,56.9465,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Latvia,1,1,1,1,0,0,1927174
Morocco,MAR,2018,45.8333333333333,1,0,0.5,0,1,1,0,0,1,1,0,0,50,1,1,0,1,0,0,0,1,53.3333333333333,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,57.1428571428571,0,1,1,1,1,0,0,51.5773809523809,MA,Rabat,-6.8704,33.9905,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Morocco,0,0,0,0,1,1,36029138
Moldova,MDA,2018,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,50,1,1,0,1,0,1,0,0,73.3333333333333,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,77.7083333333333,MD,Chisinau,28.8497,47.0167,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Moldova,1,1,1,1,1,1,2706049
Madagascar,MDG,2018,29.1666666666667,0,0,0,0.5,1,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,42.8571428571429,0,1,1,1,0,0,0,26.3392857142857,MG,Antananarivo,45.7167,-20.4667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Madagascar,0,0,0,0,1,1,26262368
Maldives,MDV,2018,45.8333333333333,0.5,0.5,0,0.5,1,0,0.5,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,33.3333333333333,0,0,0.5,0,0.5,0,1,0,1,0,0,1,0,0,1,28.5714285714286,0,0,1,1,0,0,0,30.0595238095238,MV,Male,73.5109,4.1742,SAS,8S,South Asia,SAS,8S,South Asia,UMC,XT,Upper middle income,IDX,XI,IDA,Maldives,0,1,0,1,1,1,515696
Mexico,MEX,2018,79.1666666666667,1,0.5,1,0.5,1,1,0.5,0,1,1,1,1,62.5,1,0,1,1,1,1,0,0,76.6666666666667,1,1,1,0,0.5,1,1,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,79.5833333333333,MX,Mexico City,-99.1276,19.427,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Mexico,1,1,1,0,1,1,126190788
Marshall Islands,MHL,2018,8.33333333333333,0.5,0,0,0,0,0,0,0,0,0.5,0,0,12.5,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10.2083333333333,MH,Majuro,171.135,7.11046,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,NA,0,0,NA,NA,0,0,58413
North Macedonia,MKD,2018,66.6666666666667,0.5,0,1,1,1,0,0.5,0,1,1,1,1,25,0,0,0,1,0,1,0,0,70,1,1,1,0,0.5,1,0,1,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,1,0,61.8452380952381,MK,Skopje,21.4361,42.0024,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,North Macedonia,1,1,0,1,1,1,2082958
Mali,MLI,2018,29.1666666666667,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,37.5,1,0,0,1,0,0,1,0,33.3333333333333,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,71.4285714285714,1,1,1,1,1,0,0,42.8571428571429,ML,Bamako,-7.50034,13.5667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Mali,0,0,0,0,1,1,19077690
Malta,MLT,2018,79.1666666666667,1,1,1,0.5,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6666666666667,1,0,0.5,0,1,1,0,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,NA,MT,Valletta,14.5189,35.9042,MEA,ZQ,Middle East & North Africa,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Malta,0,1,1,1,0,0,484630
Myanmar,MMR,2018,33.3333333333333,0,0.5,0,0.5,0,0,0.5,1,1,0.5,0,0,37.5,1,1,0,1,0,0,0,0,43.3333333333333,0.5,0,0,0,0,0,1,1,1,0,0,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,42.8273809523809,MM,Naypyidaw,95.9562,21.914,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Myanmar,0,0,0,0,NA,NA,53708395
Montenegro,MNE,2018,50,1,1,1,0.5,1,0,0,0,0,0.5,1,0,50,1,1,0,1,0,1,0,0,70,1,1,0.5,0,0,1,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,0,1,1,1,0,60.3571428571429,ME,Podgorica,19.2595,42.4602,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Montenegro,0,1,0,0,1,1,622227
